OrderID,OrderDate,CustomerID,CustomerName,City,State,Country,ZipCode,TableNumber,ServerID,MenuItemID,MenuItemName,Category,SubCategory,Quantity,Sales,Discount,TotalCost,OrderStatus,PaymentStatus,DeliveryMethod,OrderPriority
O143,2024-10-16,C3019,"Wendy Jarvis",Aurora,IL,"United States",60505,20,S074,M059,Dolmades,Greek,Appetizer,2,302.60,20.20,282.40,Cancelled,Paid,Dine-in,Medium
O144,2024-10-16,C7223,"Frederick Parker",Rockford,IL,"United States",61101,15,S062,M062,Moussaka,Greek,Casserole,2,80.42,5.22,75.20,Pending,Unpaid,Dine-in,Medium
O145,2024-10-12,C4235,"Kathryn Campbell",Naperville,IL,"United States",60540,11,S089,M082,Borek,Turkish,Pastry,1,155.34,3.31,152.03,Completed,Unpaid,Dine-in,High
O146,2024-10-08,C683,"Tina Norris",Rockford,IL,"United States",61101,2,S100,M054,Risotto,Other,Miscellaneous,3,513.66,12.20,501.46,Pending,Unpaid,Takeaway,Medium
O147,2024-10-10,C173,"Christina Nolan",Chicago,IL,"United States",60601,11,S060,M105,Risotto,Other,Miscellaneous,4,384.28,16.68,367.60,Cancelled,Unpaid,Dine-in,High
O148,2024-10-12,C3841,"Sarah Gonzales",Aurora,IL,"United States",60505,20,S072,M139,Lasagna,Italian,Pasta,2,398.20,35.51,362.69,Cancelled,Paid,Takeaway,High
O149,2024-10-14,C8978,"Robert Bell",Peoria,IL,"United States",61602,3,S011,M113,"Fettuccine Alfredo",Italian,Pasta,5,534.25,41.48,492.77,Pending,Paid,Dine-in,High
O150,2024-10-02,C2750,"Melinda Mcdowell",Aurora,IL,"United States",60505,12,S047,M021,Ravioli,Italian,Pasta,3,275.10,14.93,260.17,Completed,Unpaid,Delivery,Medium
O151,2024-10-24,C1282,"Kimberly Torres",Chicago,IL,"United States",60601,4,S059,M065,Carbonara,Italian,Pasta,2,112.22,3.69,108.53,Completed,Paid,Delivery,Medium
O152,2024-10-07,C3819,"Thomas Morris",Aurora,IL,"United States",60505,12,S063,M022,"Kuzu Tandir",Other,Miscellaneous,5,745.65,41.90,703.75,Pending,Unpaid,Dine-in,Medium
O153,2024-10-17,C4194,"Adrian Phillips",Naperville,IL,"United States",60540,11,S030,M105,Risotto,Other,Miscellaneous,3,288.21,11.78,276.43,Cancelled,Unpaid,Delivery,Medium
O154,2024-09-26,C4954,"Jeffrey Boyd",Naperville,IL,"United States",60540,19,S034,M056,Pastitsio,Other,Miscellaneous,2,207.80,3.73,204.07,Cancelled,Paid,Takeaway,High
O155,2024-10-18,C5987,"Robin Barnes",Naperville,IL,"United States",60540,20,S029,M029,Pide,Turkish,Flatbread,4,188.64,8.86,179.78,Completed,Unpaid,Takeaway,Low
O156,2024-10-06,C7800,"Albert Simmons",Rockford,IL,"United States",61101,11,S043,M117,"Adana Kebab",Turkish,Kebab,4,684.72,32.74,651.98,Pending,Paid,Dine-in,Medium
O157,2024-10-18,C1198,"Frank Armstrong",Chicago,IL,"United States",60601,4,S092,M148,"Pizza Margherita",Italian,Pasta,3,183.63,16.11,167.52,Completed,Unpaid,Dine-in,High
O158,2024-10-08,C5005,"Leslie Green",Naperville,IL,"United States",60540,7,S043,M091,Gnocchi,Italian,Pasta,5,723.80,69.78,654.02,Cancelled,Unpaid,Takeaway,High
O159,2024-10-23,C6687,"Allison Graham",Rockford,IL,"United States",61101,14,S044,M087,Risotto,Other,Miscellaneous,5,103.90,1.78,102.12,Pending,Unpaid,Dine-in,Medium
O160,2024-10-22,C2059,"Kathleen Garcia",Aurora,IL,"United States",60505,19,S051,M019,Spanakopita,Other,Miscellaneous,3,466.71,31.15,435.56,Pending,Paid,Delivery,High
O161,2024-10-09,C9155,"Tina Moore",Peoria,IL,"United States",61602,8,S079,M104,Fasolada,Other,Miscellaneous,2,212.08,7.38,204.70,Completed,Unpaid,Takeaway,High
O162,2024-10-15,C3280,"Kayla Jackson",Aurora,IL,"United States",60505,7,S097,M075,"Kuzu Tandir",Other,Miscellaneous,4,558.96,43.44,515.52,Completed,Paid,Delivery,Medium
O163,2024-10-07,C4664,"Carol Leon",Naperville,IL,"United States",60540,7,S088,M048,Ravioli,Italian,Pasta,2,317.18,9.52,307.66,Pending,Unpaid,Takeaway,Low
O164,2024-10-23,C7786,"Tina Martin",Rockford,IL,"United States",61101,1,S016,M069,"Doner Kebab",Turkish,Kebab,5,704.60,20.22,684.38,Cancelled,Paid,Dine-in,Low
O165,2024-10-02,C4023,"Andrew Carter",Naperville,IL,"United States",60540,18,S031,M028,Tzatziki,Greek,Appetizer,3,396.45,22.50,373.95,Cancelled,Unpaid,Takeaway,Medium
O166,2024-10-04,C1201,"Amanda Freeman",Chicago,IL,"United States",60601,11,S054,M083,Menemen,Other,Miscellaneous,2,163.46,8.40,155.06,Completed,Unpaid,Delivery,Medium
O167,2024-10-24,C9684,"Steven Hunter",Peoria,IL,"United States",61602,6,S042,M077,"Fettuccine Alfredo",Italian,Pasta,3,376.26,25.75,350.51,Cancelled,Paid,Takeaway,Medium
O168,2024-10-17,C1469,"Catherine Bradley",Chicago,IL,"United States",60601,19,S093,M065,Carbonara,Italian,Pasta,2,112.22,5.98,106.24,Pending,Unpaid,Dine-in,High
O169,2024-10-11,C1807,"Manuel Escobar",Chicago,IL,"United States",60601,10,S073,M007,"Adana Kebab",Turkish,Kebab,5,465.95,45.73,420.22,Pending,Paid,Dine-in,Low
O170,2024-10-19,C6069,"Tina Perez",Rockford,IL,"United States",61101,14,S002,M013,Loukoumades,Other,Miscellaneous,1,95.85,5.37,90.48,Pending,Paid,Takeaway,Low
O171,2024-10-23,C5049,"Betty Black",Naperville,IL,"United States",60540,11,S067,M015,"Shish Kebab",Turkish,Kebab,1,138.03,5.01,133.02,Cancelled,Paid,Dine-in,Medium
O172,2024-10-12,C9311,"Becky Pratt",Peoria,IL,"United States",61602,20,S084,M076,"Greek Salad",Greek,Salad,5,253.95,13.01,240.94,Completed,Paid,Dine-in,Low
O173,2024-10-03,C9504,"Alicia Tate",Peoria,IL,"United States",61602,10,S004,M044,Gnocchi,Italian,Pasta,3,205.47,18.00,187.47,Pending,Unpaid,Delivery,High
O174,2024-10-22,C6429,"Carlos Marks",Rockford,IL,"United States",61101,15,S065,M142,Ravioli,Italian,Pasta,4,345.44,7.63,337.81,Cancelled,Paid,Takeaway,Medium
O175,2024-10-07,C9535,"Richard Garcia",Peoria,IL,"United States",61602,3,S017,M075,"Kuzu Tandir",Other,Miscellaneous,2,279.48,8.13,271.35,Pending,Unpaid,Dine-in,Low
O176,2024-10-13,C7124,"Zachary Mack",Rockford,IL,"United States",61101,19,S062,M087,Risotto,Other,Miscellaneous,2,41.56,0.35,41.21,Completed,Paid,Dine-in,Low
O177,2024-10-18,C4498,"James Graves",Naperville,IL,"United States",60540,13,S091,M063,Spanakopita,Other,Miscellaneous,1,44.59,3.57,41.02,Cancelled,Paid,Takeaway,Low
O178,2024-10-16,C5102,"Christopher Fletcher",Naperville,IL,"United States",60540,1,S094,M119,"Doner Kebab",Turkish,Kebab,3,98.67,1.85,96.82,Pending,Unpaid,Takeaway,High
O179,2024-10-15,C2641,"Ernest Gordon",Aurora,IL,"United States",60505,16,S061,M129,Borek,Turkish,Pastry,1,56.21,1.38,54.83,Completed,Paid,Delivery,Low
O180,2024-09-29,C6144,"Brandon Buck",Rockford,IL,"United States",61101,7,S092,M016,Fasolada,Other,Miscellaneous,3,450.75,34.29,416.46,Cancelled,Paid,Dine-in,Medium
O181,2024-10-24,C9055,"Alan Moore",Peoria,IL,"United States",61602,13,S097,M013,Loukoumades,Other,Miscellaneous,5,479.25,32.65,446.60,Completed,Paid,Takeaway,Low
O182,2024-10-15,C9900,"Kathleen Hernandez",Peoria,IL,"United States",61602,6,S078,M035,"Pizza Margherita",Italian,Pasta,2,268.52,10.68,257.84,Cancelled,Unpaid,Takeaway,Medium
O183,2024-10-02,C2444,"Katherine Fuentes",Aurora,IL,"United States",60505,15,S017,M066,"Fettuccine Alfredo",Italian,Pasta,1,117.63,9.10,108.53,Pending,Paid,Delivery,Low
O184,2024-10-07,C2149,"Katherine Lee",Aurora,IL,"United States",60505,9,S037,M071,"Fettuccine Alfredo",Italian,Pasta,1,176.79,12.24,164.55,Cancelled,Unpaid,Dine-in,Medium
O185,2024-09-29,C5494,"Devin Johnson",Naperville,IL,"United States",60540,12,S037,M078,Pide,Turkish,Flatbread,5,725.05,61.49,663.56,Cancelled,Paid,Delivery,Low
O186,2024-09-27,C1816,"Gilbert Cook",Chicago,IL,"United States",60601,11,S088,M032,Tiramisu,Other,Miscellaneous,4,740.80,15.01,725.79,Cancelled,Paid,Takeaway,Low
O187,2024-10-23,C3608,"Jonathon Donovan",Aurora,IL,"United States",60505,13,S006,M134,Moussaka,Greek,Casserole,1,59.01,4.93,54.08,Pending,Paid,Delivery,Low
O188,2024-09-28,C1737,"Steven Hart",Chicago,IL,"United States",60601,9,S059,M090,Souvlaki,Greek,Appetizer,2,334.40,18.62,315.78,Pending,Paid,Dine-in,High
O189,2024-10-19,C9647,"Corey Edwards",Peoria,IL,"United States",61602,2,S020,M043,Moussaka,Greek,Casserole,5,202.95,5.93,197.02,Pending,Unpaid,Takeaway,High
O190,2024-09-27,C8830,"Darryl Hood",Peoria,IL,"United States",61602,13,S024,M150,Souvlaki,Greek,Appetizer,3,554.49,10.72,543.77,Completed,Paid,Delivery,High
O191,2024-10-01,C071,"Edward Pham",Chicago,IL,"United States",60601,6,S060,M018,Pastitsio,Other,Miscellaneous,1,170.92,4.42,166.50,Pending,Unpaid,Takeaway,High
O192,2024-10-15,C3525,"Dillon Black",Aurora,IL,"United States",60505,20,S094,M089,Spaghetti,Italian,Pasta,5,795.05,40.14,754.91,Cancelled,Paid,Delivery,Low
O193,2024-10-25,C5746,"Deborah Henderson",Naperville,IL,"United States",60540,12,S080,M064,Lahmacun,Turkish,Pastry,4,657.84,63.70,594.14,Completed,Paid,Takeaway,Low
O194,2024-10-23,C5324,"Jeffrey Alvarado",Naperville,IL,"United States",60540,16,S035,M004,Pide,Turkish,Flatbread,5,554.85,34.26,520.59,Pending,Unpaid,Delivery,Medium
O195,2024-10-21,C6882,"Melissa Mcdonald",Rockford,IL,"United States",61101,20,S072,M070,"Doner Kebab",Turkish,Kebab,5,914.05,46.89,867.16,Cancelled,Paid,Dine-in,Low
O196,2024-09-26,C9807,"Lindsey Jacobs",Peoria,IL,"United States",61602,18,S021,M096,"Doner Kebab",Turkish,Kebab,3,309.48,20.11,289.37,Cancelled,Paid,Dine-in,Low
O197,2024-10-24,C2595,"Chelsea Moreno",Aurora,IL,"United States",60505,4,S065,M123,"Adana Kebab",Turkish,Kebab,4,732.32,5.36,726.96,Cancelled,Paid,Delivery,Medium
O198,2024-09-29,C3935,"Andrew Nielsen",Aurora,IL,"United States",60505,18,S021,M084,Tzatziki,Greek,Appetizer,4,547.04,18.07,528.97,Pending,Unpaid,Delivery,Medium
O199,2024-10-07,C797,"Ann Townsend",Rockford,IL,"United States",61101,15,S073,M104,Fasolada,Other,Miscellaneous,5,530.20,3.59,526.61,Completed,Unpaid,Delivery,Low
O200,2024-10-24,C1008,"Ryan Mccullough",Chicago,IL,"United States",60601,2,S057,M041,Moussaka,Greek,Casserole,3,497.10,47.38,449.72,Cancelled,Unpaid,Dine-in,Medium
O201,2024-09-27,C2231,"Kimberly Frank",Aurora,IL,"United States",60505,3,S030,M063,Spanakopita,Other,Miscellaneous,3,133.77,1.53,132.24,Pending,Paid,Takeaway,Medium
O202,2024-10-22,C2806,"Christina Wilson",Aurora,IL,"United States",60505,17,S079,M083,Menemen,Other,Miscellaneous,5,408.65,27.59,381.06,Pending,Unpaid,Delivery,High
O203,2024-09-26,C2846,"Ruth Summers",Aurora,IL,"United States",60505,20,S070,M139,Lasagna,Italian,Pasta,1,199.10,11.83,187.27,Cancelled,Paid,Delivery,High
O204,2024-10-07,C4388,"Alison Haney",Naperville,IL,"United States",60540,9,S042,M150,Souvlaki,Greek,Appetizer,3,554.49,13.16,541.33,Completed,Unpaid,Takeaway,High
O205,2024-09-28,C1986,"Marc Smith",Chicago,IL,"United States",60601,6,S005,M047,Gnocchi,Italian,Pasta,2,219.92,17.74,202.18,Completed,Paid,Delivery,Medium
O206,2024-10-12,C7624,"Helen Peterson",Rockford,IL,"United States",61101,18,S010,M077,"Fettuccine Alfredo",Italian,Pasta,5,627.10,0.49,626.61,Completed,Unpaid,Delivery,High
O207,2024-10-15,C8474,"Pamela Sullivan",Peoria,IL,"United States",61602,4,S075,M008,Risotto,Other,Miscellaneous,1,167.64,3.93,163.71,Pending,Unpaid,Delivery,Medium
O208,2024-10-11,C4507,"Andrea Smith",Naperville,IL,"United States",60540,16,S038,M101,Spanakopita,Other,Miscellaneous,3,31.11,1.98,29.13,Pending,Unpaid,Takeaway,Low
O209,2024-10-01,C5720,"Maria Bowman",Naperville,IL,"United States",60540,14,S088,M074,Baklava,Greek,Dessert,2,136.32,10.92,125.40,Pending,Paid,Takeaway,High
O210,2024-10-14,C3904,"Shawn Thompson",Aurora,IL,"United States",60505,13,S035,M047,Gnocchi,Italian,Pasta,5,549.80,40.88,508.92,Pending,Paid,Takeaway,Medium
O211,2024-10-13,C7102,"James Horn",Rockford,IL,"United States",61101,3,S053,M128,"Greek Salad",Greek,Salad,2,387.84,2.98,384.86,Pending,Paid,Delivery,High
O212,2024-10-13,C3898,"Jenna Wallace",Aurora,IL,"United States",60505,9,S096,M119,"Doner Kebab",Turkish,Kebab,3,98.67,9.84,88.83,Cancelled,Unpaid,Takeaway,High
O213,2024-10-09,C9152,"Gregory Gonzales",Peoria,IL,"United States",61602,8,S051,M041,Moussaka,Greek,Casserole,5,828.50,81.45,747.05,Pending,Unpaid,Dine-in,High
O214,2024-09-26,C5974,"David Hill",Naperville,IL,"United States",60540,7,S084,M105,Risotto,Other,Miscellaneous,5,480.35,45.74,434.61,Cancelled,Paid,Takeaway,Low
O215,2024-10-22,C8705,"Charles Mills",Peoria,IL,"United States",61602,19,S064,M009,Pide,Turkish,Flatbread,5,254.10,13.75,240.35,Cancelled,Paid,Delivery,Medium
O216,2024-10-03,C6923,"Alexander Gilbert",Rockford,IL,"United States",61101,5,S012,M075,"Kuzu Tandir",Other,Miscellaneous,3,419.22,37.51,381.71,Completed,Unpaid,Delivery,High
O217,2024-10-10,C7466,"Danny Wallace",Rockford,IL,"United States",61101,19,S045,M116,Baklava,Greek,Dessert,4,428.16,2.88,425.28,Cancelled,Paid,Takeaway,Low
O218,2024-10-03,C8635,"Lori Wyatt",Peoria,IL,"United States",61602,15,S059,M138,Calzone,Other,Miscellaneous,3,288.03,5.39,282.64,Cancelled,Paid,Takeaway,Low
O219,2024-10-15,C7895,"Thomas Walters",Rockford,IL,"United States",61101,7,S028,M087,Risotto,Other,Miscellaneous,1,20.78,0.33,20.45,Completed,Paid,Dine-in,High
O220,2024-10-02,C296,"Tammy Bauer",Aurora,IL,"United States",60505,7,S034,M039,"Iskender Kebab",Other,Miscellaneous,4,179.88,1.81,178.07,Completed,Unpaid,Delivery,Low
O221,2024-10-21,C3068,"Patricia Wade",Aurora,IL,"United States",60505,12,S075,M123,"Adana Kebab",Turkish,Kebab,4,732.32,51.31,681.01,Completed,Unpaid,Takeaway,High
O222,2024-10-15,C8205,"Jason Skinner",Peoria,IL,"United States",61602,18,S096,M051,"Greek Salad",Greek,Salad,5,723.75,19.89,703.86,Pending,Paid,Takeaway,Low
O223,2024-10-07,C7225,"Teresa Castillo",Rockford,IL,"United States",61101,14,S098,M100,Lasagna,Italian,Pasta,3,263.58,0.88,262.70,Cancelled,Unpaid,Dine-in,Low
O224,2024-10-20,C9823,"Brittany Hill",Peoria,IL,"United States",61602,1,S092,M025,Risotto,Other,Miscellaneous,1,86.17,3.91,82.26,Pending,Unpaid,Dine-in,Medium
O225,2024-10-24,C6075,"James Ho",Rockford,IL,"United States",61101,4,S046,M006,"Caprese Salad",Other,Miscellaneous,1,74.43,2.04,72.39,Cancelled,Paid,Takeaway,Medium
O226,2024-10-03,C8017,"Jacob Wilson",Peoria,IL,"United States",61602,3,S059,M150,Souvlaki,Greek,Appetizer,1,184.83,1.45,183.38,Completed,Paid,Delivery,Low
O227,2024-10-23,C7340,"Sherry Vasquez",Rockford,IL,"United States",61101,1,S052,M081,Tzatziki,Greek,Appetizer,4,733.88,5.68,728.20,Cancelled,Unpaid,Dine-in,Low
O228,2024-10-04,C8280,"Jennifer Hoffman",Peoria,IL,"United States",61602,15,S062,M050,Tiramisu,Other,Miscellaneous,2,233.22,6.83,226.39,Completed,Unpaid,Takeaway,Low
O229,2024-09-30,C3254,"Arthur Harrell",Aurora,IL,"United States",60505,2,S073,M133,Lahmacun,Turkish,Pastry,4,577.92,54.79,523.13,Completed,Paid,Takeaway,High
O230,2024-10-04,C8436,"Monica Bennett",Peoria,IL,"United States",61602,17,S006,M108,"Kuzu Tandir",Other,Miscellaneous,5,472.65,8.60,464.05,Cancelled,Unpaid,Takeaway,Low
O231,2024-10-23,C8283,"Jamie Lopez",Peoria,IL,"United States",61602,16,S017,M089,Spaghetti,Italian,Pasta,4,636.04,12.87,623.17,Pending,Paid,Dine-in,Low
O232,2024-10-15,C2192,"Ashley Davis",Aurora,IL,"United States",60505,11,S005,M009,Pide,Turkish,Flatbread,4,203.28,2.18,201.10,Pending,Paid,Delivery,Low
O233,2024-10-01,C4810,"Christopher Callahan",Naperville,IL,"United States",60540,4,S006,M029,Pide,Turkish,Flatbread,1,47.16,1.84,45.32,Completed,Unpaid,Takeaway,Low
O234,2024-10-15,C8007,"Jennifer Cardenas",Peoria,IL,"United States",61602,17,S031,M001,Lasagna,Italian,Pasta,4,554.16,24.27,529.89,Cancelled,Unpaid,Dine-in,Medium
O235,2024-09-27,C6165,"Laura Matthews",Rockford,IL,"United States",61101,3,S031,M076,"Greek Salad",Greek,Salad,2,101.58,2.30,99.28,Completed,Paid,Dine-in,High
O236,2024-09-30,C9201,"Jill Erickson",Peoria,IL,"United States",61602,1,S021,M106,"Imam Bayildi",Other,Miscellaneous,5,786.00,33.15,752.85,Pending,Paid,Takeaway,High
O237,2024-09-27,C5457,"Tyrone Dominguez",Naperville,IL,"United States",60540,14,S021,M101,Spanakopita,Other,Miscellaneous,3,31.11,1.10,30.01,Completed,Unpaid,Delivery,High
O238,2024-09-29,C653,"Christopher Rasmussen",Rockford,IL,"United States",61101,16,S059,M095,"Caprese Salad",Other,Miscellaneous,1,36.96,2.19,34.77,Completed,Paid,Delivery,High
O239,2024-10-17,C1935,"Julie Kim",Chicago,IL,"United States",60601,17,S060,M098,Kofte,Turkish,Pastry,1,12.78,0.71,12.07,Pending,Unpaid,Dine-in,Low
O240,2024-10-24,C9037,"Angela Nixon",Peoria,IL,"United States",61602,14,S075,M016,Fasolada,Other,Miscellaneous,3,450.75,16.00,434.75,Cancelled,Paid,Dine-in,Low
O241,2024-10-16,C2268,"Jeffrey Dixon",Aurora,IL,"United States",60505,5,S046,M061,Moussaka,Greek,Casserole,4,594.16,24.61,569.55,Cancelled,Paid,Takeaway,Medium
O242,2024-10-04,C5831,"Christopher Smith",Naperville,IL,"United States",60540,11,S080,M031,Pastitsio,Other,Miscellaneous,2,139.40,8.87,130.53,Cancelled,Unpaid,Takeaway,High
O243,2024-09-26,C1520,"Jacob White",Chicago,IL,"United States",60601,1,S098,M071,"Fettuccine Alfredo",Italian,Pasta,1,176.79,6.48,170.31,Pending,Paid,Dine-in,High
O244,2024-10-18,C6375,"Pamela Mcdaniel",Rockford,IL,"United States",61101,7,S022,M051,"Greek Salad",Greek,Salad,3,434.25,33.14,401.11,Pending,Unpaid,Delivery,Medium
O245,2024-10-23,C5828,"Marcus Hall",Naperville,IL,"United States",60540,18,S050,M049,Menemen,Other,Miscellaneous,5,213.90,3.28,210.62,Pending,Paid,Takeaway,Medium
O246,2024-10-15,C7540,"Rachel Garcia",Rockford,IL,"United States",61101,9,S029,M026,Galaktoboureko,Other,Miscellaneous,3,303.36,9.98,293.38,Cancelled,Unpaid,Delivery,Low
O247,2024-10-07,C8197,"Christy Vargas",Peoria,IL,"United States",61602,18,S078,M036,Loukoumades,Other,Miscellaneous,3,308.34,3.06,305.28,Pending,Paid,Dine-in,Medium
O248,2024-10-23,C6130,"Ana Elliott",Rockford,IL,"United States",61101,15,S099,M039,"Iskender Kebab",Other,Miscellaneous,3,134.91,12.46,122.45,Completed,Paid,Dine-in,High
O249,2024-10-13,C9213,"Cynthia Ware",Peoria,IL,"United States",61602,3,S052,M051,"Greek Salad",Greek,Salad,2,289.50,11.60,277.90,Pending,Unpaid,Dine-in,High
O250,2024-10-25,C2157,"Shelley Johnson",Aurora,IL,"United States",60505,15,S009,M002,Dolmades,Greek,Appetizer,5,370.50,24.47,346.03,Completed,Unpaid,Dine-in,Medium
O251,2024-09-30,C4955,"Alicia Gardner",Naperville,IL,"United States",60540,17,S055,M092,"Greek Salad",Greek,Salad,1,199.85,5.64,194.21,Completed,Paid,Takeaway,High
O252,2024-10-22,C7631,"Michael Allen",Rockford,IL,"United States",61101,17,S042,M138,Calzone,Other,Miscellaneous,4,384.04,37.43,346.61,Completed,Unpaid,Delivery,High
O253,2024-10-04,C711,"Cynthia Perez",Rockford,IL,"United States",61101,20,S012,M142,Ravioli,Italian,Pasta,1,86.36,2.15,84.21,Pending,Unpaid,Dine-in,Low
O254,2024-10-06,C971,"Tara Ryan",Peoria,IL,"United States",61602,4,S081,M047,Gnocchi,Italian,Pasta,4,439.84,3.01,436.83,Completed,Paid,Takeaway,Medium
O255,2024-09-30,C8439,"Leslie Thomas",Peoria,IL,"United States",61602,11,S085,M073,Spanakopita,Other,Miscellaneous,5,652.65,50.44,602.21,Pending,Unpaid,Delivery,Low
O256,2024-10-06,C653,"Christopher Rasmussen",Rockford,IL,"United States",61101,4,S065,M046,Spanakopita,Other,Miscellaneous,2,67.64,1.24,66.40,Completed,Unpaid,Takeaway,Low
O257,2024-10-21,C4013,"Christopher Reese",Naperville,IL,"United States",60540,2,S047,M115,Moussaka,Greek,Casserole,2,191.04,3.05,187.99,Cancelled,Paid,Delivery,Medium
O258,2024-10-08,C3115,"Tiffany Wood",Aurora,IL,"United States",60505,4,S065,M006,"Caprese Salad",Other,Miscellaneous,3,223.29,8.84,214.45,Pending,Paid,Dine-in,Low
O259,2024-10-13,C5572,"Kathleen Montgomery",Naperville,IL,"United States",60540,13,S047,M136,Ravioli,Italian,Pasta,2,196.54,5.88,190.66,Cancelled,Unpaid,Takeaway,High
O260,2024-10-21,C1892,"Stacie Smith",Chicago,IL,"United States",60601,11,S009,M150,Souvlaki,Greek,Appetizer,4,739.32,9.31,730.01,Completed,Paid,Takeaway,Low
O261,2024-10-21,C7436,"Tonya Nelson",Rockford,IL,"United States",61101,15,S037,M116,Baklava,Greek,Dessert,3,321.12,24.19,296.93,Pending,Paid,Delivery,High
O262,2024-10-23,C2085,"Teresa Scott",Aurora,IL,"United States",60505,8,S081,M047,Gnocchi,Italian,Pasta,4,439.84,30.64,409.20,Completed,Unpaid,Takeaway,High
O263,2024-10-03,C1829,"Brian Johnson",Chicago,IL,"United States",60601,17,S091,M108,"Kuzu Tandir",Other,Miscellaneous,2,189.06,1.47,187.59,Pending,Paid,Delivery,Low
O264,2024-10-13,C9655,"Chad Frye",Peoria,IL,"United States",61602,5,S099,M053,Baklava,Greek,Dessert,3,445.08,34.03,411.05,Cancelled,Unpaid,Takeaway,Medium
O265,2024-10-12,C6809,"Jared Cline",Rockford,IL,"United States",61101,9,S050,M012,Baklava,Greek,Dessert,1,196.02,4.00,192.02,Completed,Unpaid,Delivery,High
O266,2024-10-11,C8072,"Jennifer Nelson",Peoria,IL,"United States",61602,17,S098,M065,Carbonara,Italian,Pasta,2,112.22,5.97,106.25,Cancelled,Paid,Takeaway,Low
O267,2024-10-13,C8212,"Marcus Ortiz",Peoria,IL,"United States",61602,19,S056,M069,"Doner Kebab",Turkish,Kebab,1,140.92,7.87,133.05,Pending,Unpaid,Dine-in,High
O268,2024-10-17,C1058,"Benjamin Leonard",Chicago,IL,"United States",60601,16,S076,M086,Carbonara,Italian,Pasta,3,428.64,13.75,414.89,Completed,Unpaid,Dine-in,Medium
O269,2024-10-21,C7994,"Thomas Wong",Rockford,IL,"United States",61101,15,S024,M107,Dolmades,Greek,Appetizer,1,155.92,5.59,150.33,Cancelled,Paid,Dine-in,High
O270,2024-10-14,C5815,"Heidi Johnson",Naperville,IL,"United States",60540,14,S064,M120,Borek,Turkish,Pastry,4,228.92,22.00,206.92,Completed,Paid,Takeaway,Low
O271,2024-10-21,C5169,"Jacqueline Adams",Naperville,IL,"United States",60540,6,S056,M086,Carbonara,Italian,Pasta,3,428.64,26.12,402.52,Pending,Unpaid,Dine-in,High
O272,2024-09-29,C8225,"Samantha Ibarra",Peoria,IL,"United States",61602,12,S083,M088,Spaghetti,Italian,Pasta,5,560.95,53.04,507.91,Completed,Unpaid,Takeaway,Medium
O273,2024-10-23,C573,"Heather Gates",Naperville,IL,"United States",60540,16,S095,M032,Tiramisu,Other,Miscellaneous,4,740.80,12.06,728.74,Pending,Paid,Dine-in,High
O274,2024-10-18,C2209,"Abigail Welch",Aurora,IL,"United States",60505,17,S016,M146,Dolmades,Greek,Appetizer,1,58.73,5.07,53.66,Cancelled,Paid,Takeaway,Low
O275,2024-10-19,C1525,"Shane Kelly",Chicago,IL,"United States",60601,3,S069,M055,Galaktoboureko,Other,Miscellaneous,5,916.00,30.23,885.77,Cancelled,Paid,Delivery,Low
O276,2024-10-21,C9545,"Amanda Wood",Peoria,IL,"United States",61602,1,S065,M003,Carbonara,Italian,Pasta,1,65.44,0.61,64.83,Completed,Paid,Dine-in,Medium
O277,2024-10-15,C1142,"Michael Webb",Chicago,IL,"United States",60601,11,S040,M083,Menemen,Other,Miscellaneous,5,408.65,1.58,407.07,Completed,Unpaid,Takeaway,Low
O278,2024-10-14,C6330,"Brandy Briggs",Rockford,IL,"United States",61101,1,S080,M109,Spaghetti,Italian,Pasta,3,42.54,0.20,42.34,Pending,Paid,Dine-in,Low
O279,2024-10-04,C2505,"Brian Johnson",Aurora,IL,"United States",60505,8,S002,M034,Tzatziki,Greek,Appetizer,5,847.75,62.66,785.09,Completed,Unpaid,Takeaway,Medium
O280,2024-10-05,C3714,"Christine Ruiz",Aurora,IL,"United States",60505,4,S024,M132,Fasolada,Other,Miscellaneous,1,133.01,2.54,130.47,Pending,Unpaid,Delivery,High
O281,2024-10-23,C9886,"Alexandra Clayton",Peoria,IL,"United States",61602,20,S037,M115,Moussaka,Greek,Casserole,5,477.60,0.99,476.61,Pending,Paid,Takeaway,High
O282,2024-09-28,C8063,"Jose Gaines",Peoria,IL,"United States",61602,18,S040,M003,Carbonara,Italian,Pasta,5,327.20,14.22,312.98,Pending,Paid,Takeaway,Medium
O283,2024-09-28,C2352,"Kathryn Walker",Aurora,IL,"United States",60505,1,S061,M143,Tzatziki,Greek,Appetizer,1,151.49,8.75,142.74,Cancelled,Paid,Takeaway,Low
O284,2024-09-27,C4401,"Regina Johnson",Naperville,IL,"United States",60540,7,S100,M073,Spanakopita,Other,Miscellaneous,2,261.06,17.79,243.27,Pending,Unpaid,Takeaway,High
O285,2024-10-22,C6726,"Nathan George",Rockford,IL,"United States",61101,12,S075,M021,Ravioli,Italian,Pasta,1,91.70,1.81,89.89,Cancelled,Unpaid,Delivery,Low
O286,2024-10-18,C292,"Daniel Campbell",Aurora,IL,"United States",60505,1,S004,M135,Calzone,Other,Miscellaneous,5,718.90,68.58,650.32,Cancelled,Paid,Delivery,Low
O287,2024-10-06,C205,"Mary Larson",Aurora,IL,"United States",60505,1,S099,M049,Menemen,Other,Miscellaneous,3,128.34,8.64,119.70,Completed,Paid,Delivery,High
